Category:Agriculture_in_Poland	Category:Agriculture	Agriculture_in_Poland
Category:Agriculture_in_Portugal	Category:Agriculture	Agriculture_in_Portugal
Category:Agriculture_in_Qatar	Category:Agriculture	Agriculture_in_Qatar
Category:Agriculture_in_Romania	Category:Agriculture	Agriculture_in_Romania
Category:Agriculture_in_Russia	Category:Agriculture	Agriculture_in_Russia
Category:Agriculture_in_Saudi_Arabia	Category:Agriculture	Agriculture_in_Saudi_Arabia
Category:Agriculture_in_Scotland	Category:Agriculture	Agriculture_in_Scotland
Category:Agriculture_in_Senegal	Category:Agriculture	Agriculture_in_Senegal
Category:Agriculture_in_Sierra_Leone	Category:Agriculture	Agriculture_in_Sierra_Leone
Category:Agriculture_in_South_Africa	Category:Agriculture	Agriculture_in_South_Africa
Category:Agriculture_in_Spain	Category:Agriculture	Agriculture_in_Spain
Category:Agriculture_in_Sri_Lanka	Category:Agriculture	Agriculture_in_Sri_Lanka
Category:Agriculture_in_Sudan	Category:Agriculture	Agriculture_in_Sudan
Category:Agriculture_in_Suriname	Category:Agriculture	Agriculture_in_Suriname
Category:Agriculture_in_Sweden	Category:Agriculture	Agriculture_in_Sweden
Category:Agriculture_in_Syria	Category:Agriculture	Agriculture_in_Syria
Category:Agriculture_in_Tajikistan	Category:Agriculture	Agriculture_in_Tajikistan
Category:Agriculture_in_Thailand	Category:Agriculture	Agriculture_in_Thailand
Category:Agriculture_in_the_Bahamas	Category:Agriculture	Agriculture_in_the_Bahamas
Category:Agriculture_in_the_Soviet_Union	Category:Agriculture	Agriculture_in_the_Soviet_Union
Category:Agriculture_in_the_United_Arab_Emirates	Category:Agriculture	Agriculture_in_the_United_Arab_Emirates
Category:Agriculture_in_the_United_Kingdom	Category:Agriculture	Agriculture_in_the_United_Kingdom
Category:Agriculture_in_Turkmenistan	Category:Agriculture	Agriculture_in_Turkmenistan
Category:Agriculture_in_Uganda	Category:Agriculture	Agriculture_in_Uganda
Category:Agriculture_in_Uzbekistan	Category:Agriculture	Agriculture_in_Uzbekistan
Category:Agriculture_in_Venezuela	Category:Agriculture	Agriculture_in_Venezuela
Category:Agriculture_in_Vietnam	Category:Agriculture	Agriculture_in_Vietnam
Category:Agronomy	Category:Agriculture	Agronomy
Category:Aircraft_instruments	Category:Technology_systems	Flight_instruments
Category:Allegory	Category:Arts	Allegory
Category:Alternate_history	Category:History	Alternate_history
Category:Alternative_education	Category:Education	Alternative_education
Category:Alternative_energy	Category:Energy	Alternative_energy
Category:Alternative_medicine	Category:Health Category:Medicine	Alternative_medicine
Category:Alternative_schools	Category:Alternative_education	Alternative_school
Category:Alumni_associations	Category:Education	Alumni_association
Category:American_society	Category:Society	Culture_of_the_United_States
Category:American_studies	Category:Area_studies	American_studies
Category:Amplifiers	Category:Technology_systems	Amplifier
Category:Amusement_parks	Category:Entertainment	Amusement_park
Category:Analytics	Category:Business_intelligence	Analytics
Category:Anarchism	Category:Culture Category:Political_philosophy Category:Politics	Anarchism
Category:Ancient_Egyptian_technology	Category:History_of_technology	Ancient_Egyptian_technology
Category:Ancient_Greek_law	Category:Legal_history	Ancient_Greek_law
Category:Ancient_Greek_technology	Category:History_of_technology	Ancient_Greek_technology
Category:Ancient_Greek_theatre	Category:Arts	Theatre_of_ancient_Greece
Category:Ancient_history	Category:History	Ancient_history
Category:Ancient_languages	Category:Languages	Historical_linguistics
Category:Ancient_Roman_technology	Category:History_of_technology	Roman_technology
Category:Ancient_universities	Category:History_of_education	Ancient_university
Category:Andrew_Carnegie	Category:Business	Andrew_Carnegie
Category:Aniconism	Category:Aesthetics	Aniconism
Category:Animal_anatomy	Category:Veterinary_medicine	Anatomy
Category:Animal_communication	Category:Communication	Animal_communication
Category:Animal_law	Category:Law	Animal_law
Category:Animal_products	Category:Food_and_drink Category:Natural_materials	Animal_product
Category:Animal_rights	Category:Rights	Animal_rights
Category:Animal_shelters	Category:Culture	Animal_shelter
Category:Animal_training	Category:Culture	Animal_training
Category:Animal_virology	Category:Veterinary_medicine	Animal_virology
Category:Anniversaries	Category:Chronology Category:History	Anniversary
Category:Antennas	Category:Wireless	Antenna_%28radio%29
Category:Anthropology	Category:Interdisciplinary_fields Category:Museology Category:Social_sciences	Anthropology
Category:Anti-globalization	Category:Globalization	Anti-globalization_movement
Category:Anti-gravity	Category:Fictional_technology	Anti-gravity
Category:Anti-intellectualism	Category:Education	Anti-intellectualism
Category:Antimatter	Category:Matter	Antimatter
Category:Antipredator_adaptations	Category:Evolution	Antipredator_adaptation
Category:Anti-psychiatry	Category:Philosophy_of_science	Anti-psychiatry
Category:Antiques	Category:History	Antique
Category:Anti-social_behaviour	Category:Society	Anti-social_behaviour
Category:Applied_linguistics	Category:Linguistics	Applied_linguistics
Category:Applied_sciences	Category:Science	Applied_science
Category:Appropriate_technology	Category:Technology	Appropriate_technology
Category:April_Fools%27_Day	Category:Comedy	April_Fools%27_Day
Category:Aquaculture	Category:Agriculture	Aquaculture
Category:Aquanauts	Category:Exploration	Aquanaut
Category:Arbitration	Category:Business_law Category:Law	Arbitration
Category:Archaeological_sites	Category:Archaeology	Archaeological_site
Category:Archaeological_sub-disciplines	Category:Archaeology	Archaeological_sub-disciplines
Category:Archaeological_theory	Category:Archaeology	Archaeological_theory
Category:Archaeologists	Category:Archaeology	Archaeology
Category:Archaeology	Category:History Category:Museology	Archaeology
Category:Archaeology_museums	Category:Archaeology Category:History Category:Society	Museum
Category:Architects	Category:Arts	Architect
Category:Architectural_competitions	Category:Arts	Architectural_design_competition
Category:Architectural_theory	Category:Interdisciplinary_fields	Architectural_theory
Category:Architecture	Category:Visual_arts	Architecture
Category:Archival_science	Category:Museology	Archival_science
Category:Archives	Category:Culture Category:Education Category:History	Archive
Category:Area_studies	Category:Cultural_anthropology Category:Humanities Category:Interdisciplinary_fields Category:Social_sciences	Area_studies
Category:Armenian_history	Category:History	History_of_Armenia
Category:Art_competitions_at_the_Olympic_Games	Category:Arts	Art_competitions_at_the_Olympic_Games
Category:Art_education	Category:Culture Category:Education Category:Visual_arts	Art_education
Category:Art_exhibitions	Category:Arts Category:Visual_arts	Art_exhibition
Category:Art_festivals	Category:Performing_arts	Arts_festival
Category:Art_history	Category:Cultural_history Category:History Category:Museology Category:Visual_arts	Art_history
Category:Artificial_intelligence	Category:Interdisciplinary_fields	Artificial_intelligence
Category:Artificial_intelligence_applications	Category:Science	Applications_of_artificial_intelligence
Category:Artificial_life	Category:Computational_science	Artificial_life
Category:Artisans	Category:Arts	Artisan
Category:Artistic_directors	Category:Arts	Artistic_director
Category:Artists	Category:Visual_arts	Artist
Category:Arts	Category:Culture Category:Humanities	The_arts
Category:Arts_and_crafts	Category:Arts	Arts_and_crafts
Category:Arts_and_Crafts_Movement	Category:Arts	Arts_and_Crafts_Movement
Category:Arts_centres	Category:Arts	Arts_centre
Category:Art_schools	Category:Visual_arts	Art_school
Category:Arts_festivals	Category:Arts	Arts_festival
Category:Asian_studies	Category:Area_studies	Asian_studies
Category:Assassination_of_John_F._Kennedy	Category:History	Assassination_of_John_F._Kennedy
Category:Assistive_technology	Category:Technology	Assistive_technology
Category:Association_of_Independent_Technological_Universities	Category:Technology	Association_of_Independent_Technological_Universities
Category:Assyriology	Category:Area_studies	Assyriology
Category:Astronomers	Category:Scientists	Astronomer
Category:Astronomical_objects	Category:Geography Category:Universe	Astronomical_object
Category:Astronomical_observatories_by_country	Category:Technology	Observatory
Category:Atmosphere	Category:Earth	Atmosphere
Category:Atmospheric_scientists	Category:Scientists	Atmospheric_sciences
Category:Atoms	Category:Matter	Atom
Category:Attention	Category:Learning	Attention
Category:Auctioneering	Category:Business_models	Auction
Category:Audiologists	Category:Health	Audiology
Category:Audiology	Category:Health_sciences	Audiology
Category:Augmentative_and_alternative_communication	Category:Communication	Augmentative_and_alternative_communication
Category:Autism	Category:Disability	Autism
Category:Automation	Category:Technology	Automation
Category:Auxiliary_sciences_of_history	Category:History	Auxiliary_sciences_of_history
Category:Avalanches	Category:Natural_hazards	Avalanche
Category:Aviation_history	Category:History Category:History_of_technology	Aviation_history
Category:Aztec_history	Category:History	History_of_the_Aztecs
Category:Badges	Category:Clothing	Badge
Category:Ballet_terminology	Category:Terminology	Glossary_of_ballet
Category:Bamboo	Category:Natural_materials	Bamboo
Category:Bangladeshi_society	Category:Society	Bangladeshi_society
Category:Bank_failures	Category:Business	Bank_failure
Category:Banking	Category:Finance	Bank
Category:Bankruptcy	Category:Business_law	Bankruptcy
Category:Baryons	Category:Matter	Baryon
Category:Basic_income	Category:Socioeconomics	Basic_income_guarantee
Category:Basket_weaving	Category:Arts	Basket_weaving
Category:Bathing	Category:Hygiene	Bathing
Category:BattleTech_technology	Category:Fictional_technology	BattleTech_technology
Category:BBCH-scale	Category:Agronomy Category:Crops	BBCH-scale
Category:BDSM_organizations	Category:Society	List_of_BDSM_organizations
Category:Beadwork	Category:Arts	Beadwork
Category:Beauty	Category:Aesthetics	Beauty
Category:Bedding	Category:Home	Bedding
Category:Beekeeping	Category:Agriculture Category:Domesticated_animals	Beekeeping
Category:Behavioural_sciences	Category:Science	Behavioural_sciences
Category:Belizean_society	Category:Society	Belizean_society
Category:Berlin_Institute_of_Technology	Category:Technology	Berlin_Institute_of_Technology
Category:Bhakti_movement	Category:Arts	Bhakti_movement
Category:Biblical_studies	Category:Study_of_religion	Biblical_studies
Category:Bilingualism_in_Canada	Category:Language_policy	Official_bilingualism_in_Canada
Category:Billboards	Category:Business	Billboard
Category:Bill_Gates	Category:Business	Bill_Gates
Category:Bioengineering	Category:Health_sciences	Biological_engineering
Category:Biographical_films	Category:Biography Category:History	Biographical_film
Category:Biography	Category:History Category:People	Biography
Category:Bioinformatics	Category:Computational_science Category:Interdisciplinary_fields	Bioinformatics
Category:Biological_evolution	Category:Evolution	Evolution
Category:Biological_hazards	Category:Natural_hazards	Biological_hazard
Category:Biological_nomenclature	Category:Scientific_classification	Biological_classification
Category:Biological_pest_control	Category:Agriculture Category:Organic_farming	Biological_pest_control
Category:Biological_systems	Category:Systems	Systems_biology
Category:Biological_warfare	Category:Science Category:Society	Biological_warfare
Category:Biologists	Category:Scientists	Biologist
Category:Biology	Category:Natural_sciences	Biology
Category:Biomaterials	Category:Medical_technology	Biomaterial
Category:Biomedical_engineering	Category:Interdisciplinary_fields	Biomedical_engineering
Category:Biomedicine	Category:Medicine Category:Veterinary_medicine	Biomedicine
Category:Biopower	Category:Political_philosophy	Biopower
Category:Birla_family	Category:Business	Birla_family
Category:Blasphemy_law	Category:Law	Blasphemy_law
Category:Blindness	Category:Disability	Blindness
Category:Blood_diamonds	Category:Business_ethics	Blood_diamond
Category:Braunschweig_University_of_Technology	Category:Technology	Braunschweig_University_of_Technology
Category:Brazilian_society	Category:Society	Demographics_of_Brazil
Category:Breeds	Category:Domesticated_animals	Breed
Category:Broadcast_law	Category:Law	Broadcast_law
Category:Bronfman_family	Category:Business	Bronfman_family
Category:Buddhist_studies	Category:Study_of_religion	Buddhist_studies
Category:Building_automation	Category:Automation	Building_automation
Category:Building_materials	Category:Agriculture	Building_material
Category:Business	Category:Society	Business
Category:Business_analysis	Category:Business	Business_analysis
Category:Business_education	Category:Business Category:Education	Business_education
Category:Business_ethics	Category:Business	Business_ethics
Category:Business_incubators	Category:Business_organizations Category:Entrepreneurship	Business_incubator
Category:Business_intelligence	Category:Business Category:Information_technology	Business_intelligence
Category:Business_journalism	Category:Business	Business_journalism
Category:Business_law	Category:Business Category:Law	Commercial_law
Category:Business_models	Category:Business	Business_model
Category:Business_opportunities	Category:Business	Business_opportunity
Category:Business_organizations	Category:Business	Companies_law
Category:Businesspeople	Category:Business	Businessperson
Category:Business_schools	Category:Business_education	Business_school
Category:Business_simulation_games	Category:Business_software	Business_simulation_game
Category:Business_software	Category:Business	Business_software
Category:Buskers	Category:Performing_arts	Street_performance
Category:Busking	Category:Performing_arts	Street_performance
Category:By-elections	Category:Elections	By-election
Category:Byzantine_science	Category:History_of_science	Byzantine_science
Category:%C3%96zal_family	Category:Business	%C3%96zal_family
Category:Calendars	Category:Chronology	Calendar
Category:Calligraphy	Category:Arts Category:Writing	Calligraphy
Category:Call_signs	Category:Wireless	Call_sign
Category:Canary_Wharf	Category:Business	Canary_Wharf
Category:Case_law	Category:Law	Case_law
Category:Caste	Category:Law	Caste
Category:Castles	Category:History	Castle
Category:Casual_sex	Category:Society	Casual_sex
Category:Catheters	Category:Medical_technology	Catheter
Category:Cats	Category:Domesticated_animals	Cat
Category:Cattlemen	Category:Agriculture	Ranch
Category:Causality	Category:History Category:Inductive_reasoning Category:Philosophy_of_science	Causality
Category:Cave_surveying	Category:Surveying	Cave_survey
Category:Celtic_studies	Category:Area_studies	Celtic_studies
Category:Censorship_by_religion	Category:Society	Censorship_by_religion
Category:Centrale_Graduate_School	Category:Technology	Centrale_Graduate_School
Category:Central,_Hong_Kong	Category:Business	Central,_Hong_Kong
Category:Centuries	Category:Chronology	Century
Category:Chambers_of_commerce	Category:Business_organizations Category:Commerce	Chamber_of_commerce
Category:Change_management	Category:Business Category:Management	Change_management
Category:Chaos_theory	Category:Science	Chaos_theory
Category:Character_encoding	Category:Language	Character_encoding
Category:Cheerleading	Category:Entertainment	Cheerleading
Category:Chemical_education	Category:Education	Chemistry_education
Category:Chemical_elements	Category:Matter	Chemical_element
Category:Chemical_warfare	Category:Science Category:Society	Chemical_warfare
Category:Cheminformatics	Category:Computational_science Category:Interdisciplinary_fields	Cheminformatics
Category:Chemists	Category:Scientists	Chemist
Category:Child_labour	Category:Business_ethics Category:Social_history	Child_labour
Category:Children%27s_museums	Category:Education	Children%27s_museum
Category:Child_sexual_abuse	Category:Society	Child_sexual_abuse
Category:Child_welfare	Category:Social_work	Child_protection
Category:Chinese_law	Category:Legal_history	Chinese_law
Category:Chiropractic_schools	Category:Health_education	List_of_chiropractic_schools
Category:Choreographed_combat	Category:Performing_arts	Stage_combat
Category:Christmas_tree_farming	Category:Agriculture Category:Crops	Christmas_tree_cultivation
Category:Chronology	Category:Humanities	Chronology
Category:Circuses	Category:Performing_arts	Circus
Category:Cisco_Systems_acquisitions	Category:Mergers_and_acquisitions	List_of_acquisitions_by_Cisco_Systems
Category:Citizen_science	Category:Science Category:Society	Citizen_science
Category:Cityscapes	Category:Landscape	Cityscape
Category:Civics	Category:Education Category:Government Category:Life_skills Category:Politics	Civics
Category:Civil_codes	Category:Civil_law_%28legal_system%29	Civil_code
Category:Civil%E2%80%93military_relations	Category:Politics	Civil%E2%80%93military_relations
Category:Civilizations	Category:Archaeology Category:Cultural_history Category:Culture Category:History	Civilization
Category:Civil_law_%28common_law%29	Category:Law	Civil_law_%28common_law%29
Category:Civil_law_%28legal_system%29	Category:Law	Civil_law_%28legal_system%29
Category:Civil_law_legal_systems	Category:Civil_law_%28legal_system%29	Civil_law_%28legal_system%29
Category:Civil_rights_and_liberties	Category:Political_philosophy Category:Rights	Civil_and_political_rights
Category:Civil_services	Category:Government	Civil_service
Category:Civil_society	Category:Politics Category:Society	Civil_society
Category:Clans	Category:Corporate_groups Category:Family	Clan
Category:Classical_philology	Category:Philology	Classical_philology
Category:Classical_studies	Category:History	Classics
Category:Cleaning	Category:Home Category:Hygiene	Cleanliness
Category:Clerks	Category:Business	Clerks
Category:Clinical_pharmacology	Category:Health_policy	Clinical_pharmacology
Category:Clothing	Category:Culture	Clothing
Category:Coalition_governments	Category:Elections Category:Government	Coalition_government
Category:Cognitive_science	Category:Interdisciplinary_fields Category:Linguistics Category:Science	Cognitive_science
Category:Collaboration	Category:Communication	Collaboration
Category:Collaborative_software	Category:Business_software	Collaborative_software
Category:Collecting	Category:Procurement	Collecting
Category:Collective_rights	Category:Rights	Individual_and_group_rights
Category:Colonialism	Category:History	Colonialism
Category:Comedy	Category:Entertainment Category:Humanities Category:Performing_arts	Comedy
Category:Comedy_genres	Category:Comedy	Comedic_genres
Category:Comic_science_fiction	Category:Comedy	Comic_science_fiction
Category:Comics_portal	Category:Arts	Portal:Comics
Category:Comics_terminology	Category:Terminology	Comics_vocabulary
Category:Commedia_dell%27arte	Category:Comedy	Commedia_dell%27arte
Category:Commemorative_coins	Category:History	Commemorative_coin
Category:Commerce	Category:Business	Commerce
Category:Commercial_failures	Category:Business	Failure
Category:Commercial_spaceflight	Category:Commerce	Private_spaceflight
Category:Committees	Category:Corporate_groups	Committee
Category:Commodity_exchanges	Category:Commerce	Commodities_exchange
Category:Common_law	Category:Law	Common_law
Category:Common_law_legal_systems	Category:Common_law	Common_law
Category:Communication	Category:Society	Communication
Category:Communication_design	Category:Business Category:Communication Category:Media_studies	Communication_design
Category:Communication_skills_training	Category:Communication Category:Training	Communication_skills_training
Category:Communication_theory	Category:Communication Category:Scientific_theories	Communication_theory
Category:Community_building	Category:Cultural_anthropology Category:Political_philosophy	Community_building
Category:Community_development	Category:Politics	Community_development
Category:Community_organizing	Category:Political_philosophy	Community_organizing
Category:Comorian_society	Category:Society	Comorian_society
Category:Companies	Category:Business	Company
Category:Company_logos	Category:Companies	Logo
Category:Comparative_education	Category:Education_theory	Comparative_education
Category:Comparative_law	Category:Law	Comparative_law
Category:Comparative_politics	Category:Politics	Comparative_politics
Category:Competition	Category:Marketing	Competition
Category:Competition_law	Category:Business_law Category:Law	Competition_law
Category:Complex_systems_theory	Category:Interdisciplinary_fields	Complex_systems
Category:Composting	Category:Agriculture	Compost
Category:Computational_biology	Category:Computational_science	Computational_biology
Category:Computational_chemistry	Category:Computational_science	Computational_chemistry
Category:Computational_fluid_dynamics	Category:Computational_science	Computational_fluid_dynamics
Category:Computational_geometry	Category:Computational_science	Computational_geometry
Category:Computational_linguistics	Category:Computational_science Category:Interdisciplinary_fields Category:Language Category:Linguistics	Computational_linguistics
Category:Computational_neuroscience	Category:Computational_science	Computational_neuroscience
Category:Computational_physics	Category:Computational_science	Computational_physics
Category:Computational_science	Category:Science	Computational_science
Category:Computational_topology	Category:Computational_science	Computational_topology
Category:Computer-assisted_translation	Category:Language	Computer-assisted_translation
Category:Computer_jargon	Category:Language	Jargon
Category:Computer_law	Category:Law	Legal_aspects_of_computing
Category:Computer-mediated_communication	Category:Communication	Computer-mediated_communication
Category:Computer_scientists	Category:Scientists	Computer_science
Category:Computer_systems	Category:Technology_systems	Computer
Category:Condensed_matter_physics	Category:Matter	Condensed_matter_physics
Category:Confidence_tricks	Category:Business_ethics	Confidence_trick
Category:Conflict_of_laws	Category:Law	Conflict_of_laws
Category:Confucianism	Category:Political_philosophy	Confucianism
Category:Congenital_disorders	Category:Disability Category:Health	Congenital_disorder
Category:Constituencies	Category:Elections	Electoral_district
Category:Constitutional_law	Category:Law	Constitutional_law
Category:Constructed_languages	Category:Languages	Constructed_language
Category:Construction_equipment	Category:Equipment	Heavy_equipment_%28construction%29
Category:Consumer_behaviour	Category:Business	Consumer_behaviour
Category:Consumer_organizations	Category:Business_organizations	Consumer_organization
Category:Consumer_theory	Category:Marketing	Consumer_choice
Category:Contemporary_history	Category:History	Contemporary_history
Category:Continents	Category:Earth Category:Geography	Continent
Category:Contract_law	Category:Business_law Category:Common_law	Contract
Category:Control_engineering	Category:Technology_systems	Control_engineering
Category:Controlled_vocabularies	Category:Terminology Category:Vocabulary	Controlled_vocabulary
Category:Convenience_foods	Category:Consumer_behaviour	Convenience_food
Category:Cooking	Category:Gastronomy Category:Home	Cooking
Category:Cooking_utensils	Category:Tools	List_of_food_preparation_utensils
Category:Cooperative_principles	Category:Business_ethics	Rochdale_Principles
Category:Cooperatives	Category:Law	Cooperative
Category:Copyright_law	Category:Law	Copyright
Category:Corporate_crime	Category:Companies	Corporate_crime
Category:Corporate_governance	Category:Management	Corporate_governance
Category:Corporate_groups	Category:Society	Corporate_group
Category:Corporate_scandals	Category:Business_ethics	List_of_corporate_scandals
Category:Corporations	Category:Corporate_groups Category:Law	Corporation
Category:Corporations_law	Category:Business_law Category:Companies	Corporate_law
Category:Corporatism	Category:Culture Category:Political_philosophy Category:Politics	Corporatism
Category:Corpus_linguistics	Category:Linguistics	Corpus_linguistics
